"respondente_id","categoria","item","ano_pesquisa"
"m4gy27j0x30m9xdbm4gy27bmk6pepwh7","cargo_no_time","Engenharia de Dados","2024"
"m4gy27j0x30m9xdbm4gy27bmk6pepwh7","cargo_no_time","Analista de Dados","2024"
"m4gy27j0x30m9xdbm4gy27bmk6pepwh7","cargo_no_time","Cientista de Dados","2024"
"m4gy27j0x30m9xdbm4gy27bmk6pepwh7","cargo_no_time","ML/AI Engineer","2024"
"wqtc95b88qqg67pgduddrdwqtc60swv2","cargo_no_time","Analytics Engineer","2024"
"wqtc95b88qqg67pgduddrdwqtc60swv2","cargo_no_time","Engenharia de Dados","2024"
"wqtc95b88qqg67pgduddrdwqtc60swv2","cargo_no_time","ML/AI Engineer","2024"
"j8zndbiaxj81baeurgxl1fj8zndbiov9","cargo_no_time","Engenharia de Dados","2024"
"j8zndbiaxj81baeurgxl1fj8zndbiov9","cargo_no_time","Analista de Dados","2024"
"j8zndbiaxj81baeurgxl1fj8zndbiov9","cargo_no_time","Cientista de Dados","2024"
"j8zndbiaxj81baeurgxl1fj8zndbiov9","cargo_no_time","Analista de BI","2024"
"j8zndbiaxj81baeurgxl1fj8zndbiov9","cargo_no_time","Data Product Manager","2024"
"j8zndbiaxj81baeurgxl1fj8zndbiov9","cargo_no_time","Business Analyst","2024"
"j8zndbiaxj81baeurgxl1fj8zndbiov9","cargo_no_time","ML/AI Engineer","2024"
"98rlmiw4u4ofmah5nqj98rlope3k0hc0","cargo_no_time","Engenharia de Dados","2024"
"98rlmiw4u4ofmah5nqj98rlope3k0hc0","cargo_no_time","Cientista de Dados","2024"
"98rlmiw4u4ofmah5nqj98rlope3k0hc0","cargo_no_time","Analista de BI","2024"
"fe459omsc0lj1by7n5fe459om1xyiotk","cargo_no_time","Engenharia de Dados","2024"
"fe459omsc0lj1by7n5fe459om1xyiotk","cargo_no_time","Analista de Dados","2024"
"bikfz7ek345zvzmvsf7l01hbxbikfz7e","cargo_no_time","Analytics Engineer","2024"
